Product_Family,Product_Family_Id,Product_Group,Product_Group_id,Product_Name,Product_Name_id,Product_Size,Produt_Type
Asteraceae,1020,Threetooth Ragwort,3142,Galium verum L.,2978,Large,Outdoor
Hydrophyllaceae,1083,Southern Sierra Phacelia,3474,Anemone ranunculoides L.,2979,Large,Indoor
Campanulaceae,1035,Sheepbit,3233,Eriastrum luteum (Benth.) H. Mason,2980,Small,Indoor
Ramalinaceae,1154,Cartilage Lichen,3775,Holocarpha virgata (A. Gray) D.D. Keck ssp. virgata,2981,Medium,Outdoor
Cyperaceae,1053,Littlehead Nutrush,3313,Iris chrysophylla Howell,2982,Medium,Indoor
Onagraceae,1122,New Mexico Beeblossom,3600,Huperzia taxifolia (Sw.) Trevis.,2983,Large,Outdoor
Asteraceae,1020,Oak Creek Ragwort,3109,Cienfuegosia yucatanensis Millsp.,2984,Small,Indoor
Fabaceae,1066,Ticktrefoil,3427,Luculia intermedia Hutch.,2985,Medium,Outdoor
Brassicaceae,1027,Wright's Thelypody,3207,Catapyrenium zahlbruckneri (Hasse) J.W. Thomson,2986,Small,Outdoor
Aristolochiaceae,1016,Littlebrownjug,3051,Sisyrinchium rosulatum E.P. Bicknell - europe,20281,Large,Outdoor
Poaceae,1140,Littleseed Canarygrass,3689,Isoetes melanospora Engelm. - ,20981,Large,Outdoor
Fagaceae,1067,Interior Live Oak,3441,Quercus macrocarpa Michx. - 12m,21251,Large,Outdoor
Graphidaceae,1075,Elegant Script Lichen,3455,Calystegia macrostegia (Greene) Brummitt ssp. arida (Greene) Brummitt - lei,24501,Small,Outdoor
Fabaceae,1066,Yellow Milkvetch,3434,Isodendrion A. Gray Light,24511,Large,Outdoor
Poaceae,1140,Amazon Sprangletop,3661,Calliergon macounii Karcz.,25161,Large,Landscape
Brassicaceae,1027,Wallflower Phoenicaulis,3206,Penstemon davidsonii Greene var. menziesii (D.D. Keck) Cronquist Asia,25301,Small,Indoor
Araceae,1013,Chinese Taro,3041,Plagiobothrys parishii I.M. Johnst. F21,26091,Large,Landscape
Bryaceae,1028,Bryum Moss,3208,Hieracium glomeratum Froel. Xx,26761,Medium,Indoor
Rosaceae,1160,Quillaja,3821,Rinodina milvina (Wahlenb.) Th. Fr. South Americas,27061,Small,Landscape
Brassicaceae,1027,Park Rockcress,3198,Anulocaulis leiosolenus (Torr.) Standl. var. howardii Spellenb. & Wootten Africa,28211,Large,Landscape
Lauraceae,1092,Canelillo,3509,Oonopsis wardii (A. Gray) Greene g23,29161,Large,Indoor
Hypnaceae,1086,Hypnum Moss,3479,Astragalus lentiginosus Douglas ex Hook. var. wilsonii (Greene) Barneby - fea,29501,Medium,Indoor
